Platform: BigSoundBank | File: bigsoundbank_rain_thunder_0740.mp3 | Category: heavy_rain_thunder | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/0740.mp3
Platform: BigSoundBank | File: bigsoundbank_rain_window_0124_chunk010.wav | Category: surface_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/0124.mp3
Platform: RainAI-Acoustic-Archive | File: JungleSouthAmerica EE201201_chunk018.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/JungleSouthAmerica EE201201_chunk018.wav
Platform: BigSoundBank | File: bigsoundbank_rain_pavement_1019_chunk036.wav | Category: surface_pavement (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/1019.mp3
Platform: RainAI-Acoustic-Archive | File: Summer thunderstorm in the woods_chunk014.wav | Category: foliage (Surface: foliage) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Summer thunderstorm in the woods_chunk014.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk059.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk059.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk321.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk321.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk504.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk504.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk446.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk446.wav
Platform: RainAI-Acoustic-Archive | File: LightRainShowerLea PE560502_chunk051.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/LightRainShowerLea PE560502_chunk051.wav
Platform: RainAI-Acoustic-Archive | File: synth_puddle_shallow_chunk000.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/synth_puddle_shallow_chunk000.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk612.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk612.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk625.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk625.wav
Platform: Hugging Face | File: hf_audioset_rain_pavement_01.flac_chunk511.wav | Category: surface_pavement (Surface: pavement) | Tier: AttributionOnly | License: CC-BY 4.0 | URL: https://huggingface.co/datasets/sayakpaul/audioset-rain/resolve/main/audio/rain_pavement_01.flac
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk118.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk118.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk120.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk120.wav
Platform: RainAI-Acoustic-Archive | File: synth_gentle_drizzle_chunk002.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/synth_gentle_drizzle_chunk002.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk494.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk494.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk574.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk574.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk289.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk289.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk646.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk646.wav
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk192.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk192.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk703.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk703.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk292.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk292.wav
Platform: RainAI-Acoustic-Archive | File: JungleSouthAmerica EE201201_chunk002.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/JungleSouthAmerica EE201201_chunk002.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk426.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk426.wav
Platform: BigSoundBank | File: bigsoundbank_rain_pavement_1019_chunk021.wav | Category: surface_pavement (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/1019.mp3
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk001.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk001.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk077.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk077.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk568.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk568.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk427.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk427.wav
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk286.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk286.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk071.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk071.wav
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk140.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk140.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk295.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk295.wav
Platform: Hugging Face | File: hf_env_wood_deck_chunk514.wav | Category: wood_deck (Surface: wood_deck) | Tier: PublicDomain | License: CC0 | URL: https://huggingface.co/datasets/environmental-audio/rain-sounds/resolve/main/wood_deck_heavy.wav
Platform: RainAI-Acoustic-Archive | File: Summer thunderstorm in the woods_chunk109.wav | Category: foliage (Surface: foliage) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Summer thunderstorm in the woods_chunk109.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk644.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk644.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk468.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk468.wav
Platform: RainAI-Acoustic-Archive | File: Summer thunderstorm in the woods_chunk019.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Summer thunderstorm in the woods_chunk019.wav
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk103.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk103.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk622.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk622.wav
Platform: RainAI-Acoustic-Archive | File: Severe thunderstorm warning Minnesota_chunk007.wav | Category: foliage (Surface: foliage) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Severe thunderstorm warning Minnesota_chunk007.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk626.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk626.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk065.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk065.wav
Platform: Hugging Face | File: hf_env_water_deep.wav | Category: water_deep (Surface: water_deep) | Tier: PublicDomain | License: CC0 | URL: https://huggingface.co/datasets/environmental-audio/rain-sounds/resolve/main/deep_water_rain.wav
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk067.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk067.wav
Platform: BigSoundBank | File: bigsoundbank_rain_pavement_1019_chunk007.wav | Category: surface_pavement (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/1019.mp3
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk018.wav | Category: foliage (Surface: foliage) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk018.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk464.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk464.wav
Platform: BigSoundBank | File: bigsoundbank_rain_thunder_0740_chunk024.wav | Category: heavy_rain_thunder (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/0740.mp3
Platform: RainAI-Acoustic-Archive | File: Summer thunderstorm in the woods_chunk139.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Summer thunderstorm in the woods_chunk139.wav
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk250.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk250.wav
Platform: BigSoundBank | File: bigsoundbank_rain_thunder_0740_chunk000.wav | Category: heavy_rain_thunder (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/0740.mp3
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk243.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk243.wav
Platform: RainAI-Acoustic-Archive | File: Summer thunderstorm in the woods_chunk018.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Summer thunderstorm in the woods_chunk018.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk704.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk704.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk526.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk526.wav
Platform: RainAI-Acoustic-Archive | File: RainHeavyOnGlass PE051501_chunk004.wav | Category: foliage (Surface: foliage) | Tier: PublicDomain | License: CC0 | URL: local://rainai/RainHeavyOnGlass PE051501_chunk004.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk334.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk334.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk285.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk285.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk662.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk662.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk516.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk516.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk509.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk509.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk207.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk207.wav
Platform: RainAI-Acoustic-Archive | File: RainHeavyOnGlass PE051501_chunk000.wav | Category: foliage (Surface: foliage) | Tier: PublicDomain | License: CC0 | URL: local://rainai/RainHeavyOnGlass PE051501_chunk000.wav
Platform: RainAI-Acoustic-Archive | File: Good thunderstorm Sept 8 2022_chunk444.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Good thunderstorm Sept 8 2022_chunk444.wav
Platform: Hugging Face | File: hf_env_puddle_chunk515.wav | Category: puddle_shallow (Surface: puddle_shallow) | Tier: PublicDomain | License: CC0 | URL: https://huggingface.co/datasets/environmental-audio/rain-sounds/resolve/main/puddle_splashes.wav
Platform: RainAI-Acoustic-Archive | File: Summer thunderstorm in the woods_chunk107.wav | Category: foliage (Surface: foliage) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Summer thunderstorm in the woods_chunk107.wav
Platform: BigSoundBank | File: bigsoundbank_rain_thunder_0740_chunk032.wav | Category: heavy_rain_thunder (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: https://bigsoundbank.com/UPLOAD/mp3/0740.mp3
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk034.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk034.wav
Platform: RainAI-Acoustic-Archive | File: synth_thunderstorm_chunk001.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/synth_thunderstorm_chunk001.wav
Platform: RainAI-Acoustic-Archive | File: Spring thunderstorm in surburbs_chunk005.wav | Category: glass_window (Surface: glass_window) | Tier: PublicDomain | License: CC0 | URL: local://rainai/Spring thunderstorm in surburbs_chunk005.wav
